website,category,article_number,image number,alt,article_heading,article_url
https://www.theguardian.com,tech,3,2,A Google Pixel 9 Pro XL being held showing the home screen.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,3,3,The fingerprint scanner on the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,3,4,Screenshots showing various AI features on the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,3,5,Screenshots showing Google’s Gemini Live experience.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,3,6,The camera app on the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,3,7,A Google Pixel 9 Pro XL laying face up on a tablecloth.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,3,8,The camera bump on the back of the Google Pixel 9 Pro XL.,Pixel 9 Pro XL review: Google’s AI-packed superphone to rival the best,https://www.theguardian.com/technology/article/2024/aug/22/pixel-9-pro-xl-review-google-ai-packed-superphone-to-rival-the-best
https://www.theguardian.com,tech,4,1,Five runners passing under a bridge.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks
https://www.theguardian.com,tech,4,2,Three phones showing different books from the Goodreads app on their screens.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks
https://www.theguardian.com,tech,5,1,Apple smartphone and the EU logo in the background,Apple loses EU court battle over €13bn tax bill in Ireland,https://www.theguardian.com/technology/article/2024/sep/10/apple-loses-eu-court-battle-tax-bill-ireland
https://www.theguardian.com,tech,6,1,Oura Gen 3 review smart ring held in hand showing sensors.,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,2,The Oura Ring 3 in titanium horizon,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,3,The side of an Oura Ring 3 on a finger,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,4,Screenshots from the Oura app showing the various main pages of data.,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,5,"Screenshots from the Oura app showing heart health, chronotype and guided meditation.",Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,6,The indentation on the underside of the ring that shows the position of the sensors,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,7,The inside of the Oura ring 3.,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,6,8,The ring being held between index finger and thumb,Can smart ring worn by celebs and athletes work for you?,https://www.theguardian.com/technology/article/2024/sep/06/oura-gen-3-review-can-smart-ring-worn-by-celebs-and-athletes-work-for-you
https://www.theguardian.com,tech,7,1,A man walking next to a mural depicting Liam and Noel Gallagher of Oasis.,Sausage rolls and Oasis: ‘Britishcore’ TikTok trend drives interest in UK culture,https://www.theguardian.com/technology/article/2024/sep/11/sausage-rolls-and-oasis-britishcore-tiktok-trend-drives-interest-in-uk-culture
https://www.theguardian.com,tech,7,2,The Dare.,Sausage rolls and Oasis: ‘Britishcore’ TikTok trend drives interest in UK culture,https://www.theguardian.com/technology/article/2024/sep/11/sausage-rolls-and-oasis-britishcore-tiktok-trend-drives-interest-in-uk-culture
https://www.theguardian.com,tech,7,3,A person biting into a Greggs sausage roll.,Sausage rolls and Oasis: ‘Britishcore’ TikTok trend drives interest in UK culture,https://www.theguardian.com/technology/article/2024/sep/11/sausage-rolls-and-oasis-britishcore-tiktok-trend-drives-interest-in-uk-culture
https://www.theguardian.com,tech,8,1,The Apple Vision Pro headset being worn on while laying on a sofa.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,2,Working in the Guardian office using a MacBook Pro inside the Vision Pro.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,3,Screenshots from various third-party apps on the Vision Pro.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,4,Various detached parts of the Vision Pro laid out on a table.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,5,An array of free-floating windows displayed in the Vision Pro headset.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,6,Hand gestures being used to manipulate objects in the Apple Vision Pro.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,7,Illustration of viewing a panoramic photo of a mountain scene.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,8,The EyeSight feature of the Apple Vision Pro displaying the wearer’s eyes on the outside screen.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,9,Various immersive environments of the Vision Pro.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,8,10,The Vision Pro headset showing the eyes of the wearer on its outside screen.,Apple’s cutting-edge headset lives up to the hype,https://www.theguardian.com/technology/article/2024/aug/20/vision-pro-review-apple-cutting-edge-headset-lives-up-to-the-hype
https://www.theguardian.com,tech,9,1,Five runners passing under a bridge.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks#comments
https://www.theguardian.com,tech,9,2,Three phones showing different books from the Goodreads app on their screens.,"Goodbye Tinder, hello Strava: have ‘hobby’ apps become the new social networks?",https://www.theguardian.com/technology/article/2024/sep/08/goodbye-tinder-hello-strava-have-hobby-apps-become-the-new-social-networks#comments
https://www.theguardian.com,tech,10,1,Meta,"Meta’s AI is scraping users’ photos and posts. Europeans can opt out, but Australians cannot",https://www.theguardian.com/technology/article/2024/sep/11/meta-ai-post-scraping-security-opt-out-privacy-laws
https://www.theguardian.com,tech,11,1,Nothing Phone 2a review homescreen displayed on a table.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
https://www.theguardian.com,tech,11,2,The rear LEDs on the back of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
https://www.theguardian.com,tech,11,3,The USB-C port of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
https://www.theguardian.com,tech,11,4,The back of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
https://www.theguardian.com,tech,11,5,The lockscreen of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
https://www.theguardian.com,tech,11,6,The Nothing Phone 2a camera app.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
https://www.theguardian.com,tech,11,7,The fingerprint scanner of the Nothing Phone 2a.,A standout budget Android,https://www.theguardian.com/technology/2024/mar/05/nothing-phone-2a-review-standout-budget-android-battery-life
