website,category,article_number,image number,alt,article_heading,article_url
https://edition.cnn.com,world_middleeast_israel,6,2,Israeli army armoured vehicles move along an excavated section of a road in the centre of Jenin in the occupied West Bank on Thursday amid ongoing military operations in the Palestinian territories.,‘All the streets were destroyed:’ Palestinians count the cost as Israel pulls back from Jenin,https://edition.cnn.com/2024/09/06/middleeast/israeli-military-operation-jenin-west-bank-enters-second-week-intl/index.html
https://edition.cnn.com,world_middleeast_israel,6,3,"A Palestinian refugee stands in front of his shop that was partly destroyed during the Israeli army operation in Tulkarem, West Bank, on Thursday.",‘All the streets were destroyed:’ Palestinians count the cost as Israel pulls back from Jenin,https://edition.cnn.com/2024/09/06/middleeast/israeli-military-operation-jenin-west-bank-enters-second-week-intl/index.html
https://edition.cnn.com,world_middleeast_israel,6,4,"Palestinian paramedics help to evacuate residents during an Israeli military operation in Tulkarem, West Bank, on Wednesday.",‘All the streets were destroyed:’ Palestinians count the cost as Israel pulls back from Jenin,https://edition.cnn.com/2024/09/06/middleeast/israeli-military-operation-jenin-west-bank-enters-second-week-intl/index.html
https://edition.cnn.com,world_middleeast_israel,7,1,"The US Flag flies above a sign marking the US Department of Justice headquarters building on January 20, 2024, in Washington, DC.",Pakistani man charged with plotting terrorist attack against Jews in New York on October 7 anniversary,https://edition.cnn.com/2024/09/06/politics/pakistani-man-charged-plotting-terrorist-october-7-anniversary/index.html
https://edition.cnn.com,world_middleeast_israel,10,1,American-Turkish activist Aysenur Eygi pictures in a family photo from her graduation at the University of Washington this past spring.,"American activist shot dead by Israeli forces at West Bank protest, eyewitnesses say",https://edition.cnn.com/2024/09/06/middleeast/american-activist-killed-west-bank-intl/index.html
https://edition.cnn.com,world_middleeast_israel,10,2,A Palestinian waves a national flag as Israeli armored vehicles drive on a street during a raid in Tulkarem on Tuesday.,"American activist shot dead by Israeli forces at West Bank protest, eyewitnesses say",https://edition.cnn.com/2024/09/06/middleeast/american-activist-killed-west-bank-intl/index.html
https://edition.cnn.com,world_middleeast_israel,10,3,Aysenur Eygi,"American activist shot dead by Israeli forces at West Bank protest, eyewitnesses say",https://edition.cnn.com/2024/09/06/middleeast/american-activist-killed-west-bank-intl/index.html
https://edition.cnn.com,world_middleeast_israel,14,1,Hersh Goldberg-Polin was kidnapped from the Nova music festival during Hamas’ attacks on Israel last year.,Hersh Goldberg-Polin: The ‘happy-go-lucky’ Israeli-American who became a symbol of Israel’s enduring hostage heartbreak,https://edition.cnn.com/2024/09/01/middleeast/israel-gaza-hostage-polin-goldberg-profile-intl-hnk/index.html
https://edition.cnn.com,world_middleeast_israel,14,2,still_20889464_188853_still.jpg,Hersh Goldberg-Polin: The ‘happy-go-lucky’ Israeli-American who became a symbol of Israel’s enduring hostage heartbreak,https://edition.cnn.com/2024/09/01/middleeast/israel-gaza-hostage-polin-goldberg-profile-intl-hnk/index.html
https://edition.cnn.com,world_middleeast_israel,14,3,Hersh Goldberg-Polin planned to travel the world,Hersh Goldberg-Polin: The ‘happy-go-lucky’ Israeli-American who became a symbol of Israel’s enduring hostage heartbreak,https://edition.cnn.com/2024/09/01/middleeast/israel-gaza-hostage-polin-goldberg-profile-intl-hnk/index.html
