website,category,article_number,image number,alt,article_heading,article_url
https://www.apnnews.com/,Health,3,2,"Areana Coles receives an ultrasound during a prenatal visit at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,3,"Areana Coles listens to Healthy Start care coordinator Krystal Keener during a prenatal appointment at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,4,"A mural memorializing a once-thriving ""Black Wall Street"" is displayed in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,5,"Denise Jones speaks with Dr. Allison Garnett during a prenatal appointment at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,6,"Corrina Jackson, who heads up a local version of the federal Healthy Start program, stands for a portrait outside her home in Tulsa, Okla., on Monday, July 15, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,7,"A cardiotocograph measures Denise Jones' contractions and her baby's heart rate during a prenatal appointment at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,8,"Dr. Jacob Lenz performs an ultrasound at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,9,"A Healthy Start pamphlet is displayed with others at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,3,10,"Denis Jones receives a nonstress test during a prenatal appointment at the Oklahoma State University obstetrics and gynecology clinic in Tulsa, Okla., on Tuesday, July 16, 2024. (AP Photo/Mary Conlon)","America is trying to fix its maternal mortality crisis with federal, state and local programs",https://apnews.com/article/maternal-mortality-healthy-start-oklahoma-california-new-york-city-0aa1fa2a141ef82607026b384cc14af7
https://www.apnnews.com/,Health,4,1,"Democratic presidential nominee Vice President Kamala Harris speaks during a campaign event, Friday, Sept. 13, 2024, Wilkes-Barre, Pa. (AP Photo/Jacquelyn Martin)",VP says woman’s death after delayed abortion treatment shows consequences of Trump’s actions,https://apnews.com/article/harris-abortion-death-trump-georgia-f9c65fb7019938f0fff18e61d4f2d84a
https://www.apnnews.com/,Health,5,1,"FILE - DEA Administrator Anne Milgram speaks at a news conference in Los Angeles on Thursday, Aug. 15, 2024, regarding Matthew Perry's death. (AP Photo/Damian Dovarganes, File)",DEA closing 2 offices in China even as the agency struggles to stem flow of fentanyl chemicals,https://apnews.com/article/dea-drugs-china-fentanyl-diplomacy-4405d6169a47c723c6932a3294c4ac35
https://www.apnnews.com/,Health,5,2,"FILE - A bag of 4-fluoro isobutyryl fentanyl which was seized in a drug raid is displayed at the Drug Enforcement Administration (DEA) Special Testing and Research Laboratory in Sterling, Va., on Aug. 9, 2016. (AP Photo/Cliff Owen, File)",DEA closing 2 offices in China even as the agency struggles to stem flow of fentanyl chemicals,https://apnews.com/article/dea-drugs-china-fentanyl-diplomacy-4405d6169a47c723c6932a3294c4ac35
https://www.apnnews.com/,Health,6,1,"FILE - The Capitol is seen from the Russell Senate Office Building as Congress returns from a district work week, in Washington, March 24, 2014. (AP Photo/J. Scott Applewhite, File)",Senate to vote again on IVF fertility protections in election-year push,https://apnews.com/article/senate-ivf-vote-trump-harris-1bb3d09855a23802045fe7e6a5696561
https://www.apnnews.com/,Health,7,1,"In this photo provided by Liz Chrastil, a neuroscientist with the University of California, Irvine, she her holds her newborn son in May 2020. (Courtesy Liz Chrastil via AP)",Scientists show how pregnancy changes the brain in innumerable ways,https://apnews.com/article/pregnancy-brain-changes-mri-164b505abd05d3e5c9d93c0ef2953a80
https://www.apnnews.com/,Health,8,1,"FILE - A dentist holds a model of teeth and a toothbrush in Seattle on Aug. 3, 2018. (AP Photo/Elaine Thompson, File)","Menopause can bring on dental problems, but you can protect your mouth",https://apnews.com/article/menopause-dental-dry-mouth-estrogen-414c39e119f4d3f17e9be289c9dd6914
https://www.apnnews.com/,Health,9,1,"FILE - A sign is displayed outside a hospital in Miami, on July 9, 2020. (AP Photo/Wilfredo Lee, File)",Florida hospitals ask immigrants about their legal status. Texas will try it next,https://apnews.com/article/immigration-hospitals-florida-texas-desantis-abbott-21faed1d4d1b984ea3557d09f22dab9d
https://www.apnnews.com/,Health,10,1,"FILE - The Centers for Disease Control and Prevention is shown, March 15, 2020, in Atlanta. (AP Photo/John Bazemore, File)","Missouri bird flu case is a ‘one-off’ and the public risk is still low, officials say",https://apnews.com/article/bird-flu-h5n1-missouri-cdc-808b4db88bc5e70ed32760d8b01f627b
