website,category,article_number,image number,alt,article_heading,article_url
https://www.apnnews.com/,Fact Check,6,1,"Democratic presidential nominee Vice President Kamala Harris greets supporters at a campaign event at Hendrick Center for Automotive Excellence on the Scott Northern Wake Campus of Wake Tech Community College in Raleigh, N.C., Friday, Aug. 16, 2024. (AP Photo/Mike Stewart)",FACT FOCUS: A look at Harris’ economic agenda,https://apnews.com/article/kamala-harris-rally-north-carolina-economy-fact-check-4a685dc826c732944727724d94173b08
https://www.apnnews.com/,Fact Check,6,2,"Democratic presidential nominee Vice President Kamala Harris arrives at a campaign event at Hendrick Center for Automotive Excellence on the Scott Northern Wake Campus of Wake Tech Community College in Raleigh, N.C., Friday, Aug. 16, 2024. (AP Photo/Julia Nikhinson)",FACT FOCUS: A look at Harris’ economic agenda,https://apnews.com/article/kamala-harris-rally-north-carolina-economy-fact-check-4a685dc826c732944727724d94173b08
https://www.apnnews.com/,Fact Check,7,1,"Democratic vice presidential nominee Minnesota Gov. Tim Walz, waves to the crowd after speaking during the Democratic National Convention Wednesday, Aug. 21, 2024, in Chicago. (AP Photo/J. Scott Applewhite)",Republicans want voters to think Walz lied about his dog. False GOP claims could cause real damage,https://apnews.com/article/false-claims-walz-dog-social-media-4e221874fde5d4aaea41c0353723cd59
https://www.apnnews.com/,Fact Check,8,1,"Kenan Thompson drops a copy of Project 2025 onto the table during the Democratic National Convention Wednesday, Aug. 21, 2024, in Chicago. (AP Photo/Paul Sancya)",FACT FOCUS: A look back at some of the questionable claims made during the Democratic convention,https://apnews.com/article/democratic-national-convention-fact-focus-8d0c2455e47bfea7be5d00cf9a21281d
https://www.apnnews.com/,Fact Check,8,2,"Sen. Mark Kelly, D-Ariz., speaks during the Democratic National Convention Thursday, Aug. 22, 2024, in Chicago. (AP Photo/Charles Rex Arbogast)",FACT FOCUS: A look back at some of the questionable claims made during the Democratic convention,https://apnews.com/article/democratic-national-convention-fact-focus-8d0c2455e47bfea7be5d00cf9a21281d
https://www.apnnews.com/,Fact Check,8,3,"Rep. Jason Crow, D-Colo., holds a copy of Project 2025 as he speaks during the Democratic National Convention Thursday, Aug. 22, 2024, in Chicago. (AP Photo/J. Scott Applewhite)",FACT FOCUS: A look back at some of the questionable claims made during the Democratic convention,https://apnews.com/article/democratic-national-convention-fact-focus-8d0c2455e47bfea7be5d00cf9a21281d
https://www.apnnews.com/,Fact Check,8,4,"Democratic presidential nominee Vice President Kamala Harris speaks during the Democratic National Convention Thursday, Aug. 22, 2024, in Chicago. (AP Photo/Brynn Anderson)",FACT FOCUS: A look back at some of the questionable claims made during the Democratic convention,https://apnews.com/article/democratic-national-convention-fact-focus-8d0c2455e47bfea7be5d00cf9a21281d
https://www.apnnews.com/,Fact Check,9,1,"Republican presidential nominee former President Donald Trump listens to a question after a news conference at Trump National Golf Club, Thursday, Aug. 15, 2024, in Bedminster, N.J. (AP Photo/Julia Nikhinson)",FACT FOCUS: Trump blends falsehoods and exaggerations at rambling NJ press conference,https://apnews.com/article/trump-press-conference-new-jersey-misinformation-fact-check-f8ed52f64a12cf450b0d0f2591c9d92b
https://www.apnnews.com/,Fact Check,9,2,"Republican presidential nominee former President Donald Trump talks after a news conference at Trump National Golf Club, Thursday, Aug. 15, 2024, in Bedminster, N.J. (AP Photo/Julia Nikhinson)",FACT FOCUS: Trump blends falsehoods and exaggerations at rambling NJ press conference,https://apnews.com/article/trump-press-conference-new-jersey-misinformation-fact-check-f8ed52f64a12cf450b0d0f2591c9d92b
https://www.apnnews.com/,Fact Check,9,3,"Republican presidential nominee former President Donald Trump speaks at a news conference at Trump National Golf Club, Thursday, Aug. 15, 2024, in Bedminster, N.J. (AP Photo/Julia Nikhinson)",FACT FOCUS: Trump blends falsehoods and exaggerations at rambling NJ press conference,https://apnews.com/article/trump-press-conference-new-jersey-misinformation-fact-check-f8ed52f64a12cf450b0d0f2591c9d92b
https://www.apnnews.com/,Fact Check,10,1,"Republican presidential nominee former President Donald Trump speaks during a presidential debate with Democratic presidential nominee Vice President Kamala Harris at the National Constitution Center, Tuesday, Sept.10, 2024, in Philadelphia. (AP Photo/Alex Brandon)",Trump falsely accuses immigrants in Ohio of abducting and eating pets,https://apnews.com/article/haitian-immigrants-vance-trump-ohio-6e4a47c52b23ae2c802d216369512ca5
